Source,Target,Weight,Type,Same_Party_Then,Cross_Party_Then,Same_Party_Now,Government_Bills_Together,Private_Bills_Together,Parliamentary_Years,Terms,Shared_Committees_Count,Shared_Committees
Uzma Riaz,Zille Huma,2,Undirected,2,0,1,0,2,2,15,0,
Muhammad Safdar,Shahab-ud-Din Khan,2,Undirected,2,0,1,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Makhdoom Khusro Bakhtiar,Qaisar Ahmad Sheikh,2,Undirected,2,0,0,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Makhdoom Khusro Bakhtiar,Shahab-ud-Din Khan,2,Undirected,2,0,0,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Makhdoom Khusro Bakhtiar,Muhammad Safdar,2,Undirected,2,0,0,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Muhammad Safdar,Naeema Kishwar Khan,2,Undirected,0,2,0,0,2,4,14,0,
Muhammad Safdar,Shahida Akhtar Ali,2,Undirected,0,2,0,0,2,4,14,0,
Muhammad Safdar,Phyllis Azeem,2,Undirected,2,0,1,0,2,4,14,0,
Muhammad Safdar,Shah Jee Gul Afridi,2,Undirected,0,2,0,0,2,4,14,0,
Asad Umar,Junaid Akbar,2,Undirected,2,0,1,0,2,3,14,0,
Muhammad Safdar,Qaisar Ahmad Sheikh,2,Undirected,2,0,1,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Makhdoom Khusro Bakhtiar,Marvi Memon,2,Undirected,2,0,0,0,2,1,14,2,"Interior and Narcotics Control;Law, Justice and Human Rights"
Ghulam Muhammad Lali,Syed Ali Musa Gilani,2,Undirected,0,2,0,0,2,5,15,0,
Anusha Rahman Ahmad Khan,Anusha Rahman Ahmad Khan,2,Undirected,2,0,1,2,0,3;4,14,0,
Asad Umar,Hamid Ul Haq,2,Undirected,2,0,1,0,2,3,14,0,
Shandana Gulzar Khan,Shandana Gulzar Khan,2,Undirected,2,0,1,0,2,4,15,0,
Dr. Darshan,Dr. Darshan,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Darshan,Sanjay Perwani,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Dr. Darshan,Lal Chand Malhi,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Dr. Darshan,Isphanyar M. Bhandara,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Lal Chand Malhi,Ramesh Lal,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Lal Chand Malhi,Syed Asif Hasnain,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Lal Chand Malhi,Syed Ali Raza Abidi,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Lal Chand Malhi,Shaikh Salahuddin,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Muhammad Sana Ullah Khan Masti Khel,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Sana Ullah Khan Masti Khel,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Sana Ullah Khan Masti Khel,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Muhammad Sana Ullah Khan Masti Khel,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Muhammad Sana Ullah Khan Masti Khel,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Sana Ullah Khan Masti Khel,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Malik Karamat Ali,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Malik Karamat Ali,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,1,15,0,
Malik Karamat Ali,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Malik Karamat Ali,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Lal Chand Malhi,Sanjay Perwani,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Malik Karamat Ali,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Muhammad Ibrahim Khan,Shaheen Naz Saifullah,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Shunila Ruth,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Seema Mohiuddin Jameeli,1,Undirected,0,1,0,0,1,2,15,0,
Muhammad Ibrahim Khan,Uzma Riaz,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Samina Matloob,1,Undirected,0,1,0,0,1,2,15,0,
Muhammad Ibrahim Khan,Rahat Aman Ullah Bhatti,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Nooreen Farooq Khan,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Nafeesa Inayatullah Khan Khattak,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Muhammad Ibrahim Khan,Zille Huma,1,Undirected,1,0,1,0,1,2,15,0,
Muhammad Ibrahim Khan,Raja Khurram Shahzad Nawaz,1,Undirected,1,0,1,0,1,2,15,0,
Syed Qazim Ali Shah,Syed Qazim Ali Shah,1,Undirected,1,0,1,0,1,2,14,0,
Ghous Bux Khan Mahar,Ghous Bux Khan Mahar,1,Undirected,1,0,1,0,1,2,14,0,
Ibadullah,Khalid Hussain Magsi,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Makhdoom Khusro Bakhtiar,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Makhdoom Syed Ali Hassan Gillani,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Qaisar Ahmad Sheikh,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Shahab-ud-Din Khan,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Muhammad Safdar,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Umar Ayub Khan,Umar Ayub Khan,1,Undirected,1,0,1,0,1,2,14,0,
Mehmood Khan Achakzai,Mehmood Khan Achakzai,1,Undirected,1,0,1,0,1,2,14,0,
Imran Zafar Leghari,Makhdoom Shah Mahmood Qureshi,1,Undirected,0,1,0,0,1,3,14,0,
Imran Zafar Leghari,Murad Saeed,1,Undirected,0,1,0,0,1,3,14,0,
Imran Zafar Leghari,Imran Zafar Leghari,1,Undirected,1,0,1,0,1,2,14,0,
Nawab Muhammad Yousuf Talpur,Nawab Muhammad Yousuf Talpur,1,Undirected,1,0,1,0,1,2,14,0,
Malik Karamat Ali,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Malik Karamat Ali,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Malik Karamat Ali,Malik Nawab Sher Waseer,1,Undirected,1,0,1,0,1,1,15,0,
Malik Karamat Ali,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Malik Karamat Ali,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Khalid Hussain Magsi,Kiran Haider,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Marvi Memon,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Makhdoom Khusro Bakhtiar,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Makhdoom Syed Ali Hassan Gillani,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Qaisar Ahmad Sheikh,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Shahab-ud-Din Khan,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Muhammad Safdar,1,Undirected,1,0,0,0,1,1,14,1,"Law, Justice and Human Rights"
Makhdoom Syed Ali Hassan Gillani,Marvi Memon,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Makhdoom Syed Ali Hassan Gillani,Qaisar Ahmad Sheikh,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Makhdoom Syed Ali Hassan Gillani,Shahab-ud-Din Khan,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Makhdoom Syed Ali Hassan Gillani,Muhammad Safdar,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Kiran Haider,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Ibadullah,Marvi Memon,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Khalid Hussain Magsi,Khalid Hussain Magsi,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Ibrahim Khan,Usman Khan Tarrakai,1,Undirected,1,0,1,0,1,3,15,0,
Muhammad Ibrahim Khan,Sher Ali Arbab,1,Undirected,1,0,1,0,1,3,15,0,
Muhammad Ibrahim Khan,Mujahid Ali,1,Undirected,1,0,1,0,1,3,15,0,
Muhammad Ibrahim Khan,Zulfiqar Ali Khan,1,Undirected,1,0,1,0,1,3,15,0,
Muhammad Ibrahim Khan,Syed Javed Hassnain,1,Undirected,0,1,0,0,1,3,15,0,
Muhammad Ibrahim Khan,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Ibrahim Khan,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Ibrahim Khan,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Ibrahim Khan,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Muhammad Ibrahim Khan,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Muhammad Ibrahim Khan,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Muhammad Ibrahim Khan,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Qamar Ud Din,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Qamar Ud Din,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,5,14,0,
Qamar Ud Din,Sher Akbar Khan,1,Undirected,0,1,0,0,1,5,14,0,
Qamar Ud Din,Shahida Akhtar Ali,1,Undirected,1,0,1,0,1,3,14,1,"Law, Justice and Human Rights"
Muhammad Jamal Ud Din,Sahib Zada Muhammad Yaqub,1,Undirected,0,1,0,0,1,5,14,0,
Muhammad Jamal Ud Din,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,5,14,0,
Muhammad Jamal Ud Din,Sher Akbar Khan,1,Undirected,0,1,0,0,1,5,14,0,
Haji Imtiaz Ahmed Choudhary,Malik Nawab Sher Waseer,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Makhdoom Syed Sami-ul-Hassan Gillani,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Samina Matloob,1,Undirected,0,1,0,0,1,5,15,0,
Dr. Muhammad Afzal Khan Dhandla,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,5,15,0,
Dr. Muhammad Afzal Khan Dhandla,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Malik Karamat Ali,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Haji Imtiaz Ahmed Choudhary,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Malik Nawab Sher Waseer,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Makhdoom Syed Sami-ul-Hassan Gillani,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Haider Ali,1,Undirected,1,0,1,0,1,1,15,0,
Rana Iradat Sharif Khan,Riaz Fatyana,1,Undirected,0,1,0,0,1,1,15,0,
Rana Iradat Sharif Khan,Syed Fakhar Imam,1,Undirected,0,1,0,0,1,1,15,0,
Rana Iradat Sharif Khan,Sardar Muhammad Irfan Dogar,1,Undirected,1,0,1,0,1,1,15,0,
Rana Iradat Sharif Khan,Syed Sajid Mehdi,1,Undirected,1,0,1,0,1,1,15,0,
Sardar Muhammad Irfan Dogar,Syed Naveed Qamar,1,Undirected,0,1,0,0,1,2,15,0,
Haji Imtiaz Ahmed Choudhary,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Haji Imtiaz Ahmed Choudhary,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Malik Nawab Sher Waseer,Muhammad Abubakar,1,Undirected,0,1,0,0,1,5,15,0,
Malik Nawab Sher Waseer,Qadir Khan Mandokhail,1,Undirected,0,1,0,0,1,5,15,0,
Malik Nawab Sher Waseer,Mrs. Aliya Kamran,1,Undirected,0,1,0,0,1,5,15,0,
Malik Nawab Sher Waseer,Salah-ud-Din,1,Undirected,0,1,0,0,1,5,15,0,
Malik Nawab Sher Waseer,Tahira Aurangzeb,1,Undirected,0,1,0,0,1,5,15,0,
Malik Nawab Sher Waseer,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Malik Nawab Sher Waseer,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,1,15,0,
Malik Nawab Sher Waseer,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Malik Nawab Sher Waseer,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Malik Nawab Sher Waseer,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Malik Nawab Sher Waseer,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Malik Nawab Sher Waseer,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Malik Nawab Sher Waseer,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Sardar Nasrullah Khan Drishak,1,Undirected,1,0,1,0,1,1,15,0,
Iqbal Muhammad Ali Khan,Naveed Aamir,1,Undirected,0,1,0,0,1,1,15,0,
Dr. Muhammad Afzal Khan Dhandla,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Malik Nawab Sher Waseer,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Rai Muhammad Murtaza Iqbal,Uzma Riaz,1,Undirected,1,0,1,0,1,2,15,0,
Rai Muhammad Murtaza Iqbal,Sajid Khan,1,Undirected,1,0,1,0,1,2,15,0,
Rai Muhammad Murtaza Iqbal,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Iqbal Muhammad Ali Khan,Khawaja Sohail Mansoor,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Sardar Muhammad Irfan Dogar,Syed Fakhar Imam,1,Undirected,0,1,0,0,1,1,15,0,
Sardar Muhammad Irfan Dogar,Syed Sajid Mehdi,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Muhammad Ashraf,Muhammad Ibrahim Khan,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Haji Imtiaz Ahmed Choudhary,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Riaz Fatyana,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Dr. Muhammad Afzal Khan Dhandla,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Syed Fakhar Imam,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Rana Iradat Sharif Khan,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Muhammad Ashraf,Sardar Muhammad Irfan Dogar,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Muhammad Ashraf,Malik Nawab Sher Waseer,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Makhdoom Syed Sami-ul-Hassan Gillani,1,Undirected,0,1,0,0,1,1,15,0,
Sajid Ahmed,Tahira Asif,1,Undirected,1,0,1,0,1,1,14,1,Interior and Narcotics Control
Makhdoom Syed Sami-ul-Hassan Gillani,Zahoor Hussain Qureshi,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Malik Karamat Ali,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Muhammad Ibrahim Khan,1,Undirected,1,0,1,0,1,1,15,0,
Makhdoom Syed Sami-ul-Hassan Gillani,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Dr. Muhammad Farooq Sattar,Muhammad Rehan Hashmi,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Dr. Muhammad Farooq Sattar,Syed Amin-ul-Haque,1,Undirected,1,0,1,0,1,1,16,0,
Dr. Muhammad Farooq Sattar,Syed Hafeezuddin,1,Undirected,1,0,1,0,1,1,16,0,
Dr. Muhammad Farooq Sattar,Syed Mustafa Kamal,1,Undirected,1,0,1,0,1,1,16,0,
Dr. Muhammad Farooq Sattar,Muhammad Javed Hanif Khan,1,Undirected,1,0,1,0,1,1,16,0,
Rai Muhammad Murtaza Iqbal,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Rai Muhammad Murtaza Iqbal,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Rai Muhammad Murtaza Iqbal,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Rai Muhammad Murtaza Iqbal,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Malik Karamat Ali,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Rai Muhammad Murtaza Iqbal,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Haider Ali,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Muhammad Ashraf,Syed Sajid Mehdi,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Imran Khan,1,Undirected,1,0,1,0,1,2,15,0,
Haider Ali,Usman Khan Tarrakai,1,Undirected,1,0,1,0,1,3,15,0,
Haider Ali,Sher Ali Arbab,1,Undirected,1,0,1,0,1,3,15,0,
Haider Ali,Mujahid Ali,1,Undirected,1,0,1,0,1,3,15,0,
Haider Ali,Zulfiqar Ali Khan,1,Undirected,1,0,1,0,1,3,15,0,
Haider Ali,Syed Javed Hassnain,1,Undirected,0,1,0,0,1,3,15,0,
Haider Ali,Moulana Abdul Akbar Chitrali,1,Undirected,0,1,0,0,1,3,15,0,
Haider Ali,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Malik Karamat Ali,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Riaz Fatyana,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Syed Fakhar Imam,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Rana Iradat Sharif Khan,1,Undirected,0,1,0,0,1,1,15,0,
Haider Ali,Sardar Muhammad Irfan Dogar,1,Undirected,0,1,0,0,1,1,15,0,
Haider Ali,Malik Nawab Sher Waseer,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Makhdoom Syed Sami-ul-Hassan Gillani,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Rai Muhammad Murtaza Iqbal,1,Undirected,1,0,1,0,1,1,15,0,
Haider Ali,Syed Sajid Mehdi,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Muhammad Sana Ullah Khan Masti Khel,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Malik Karamat Ali,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Muhammad Ibrahim Khan,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Haji Imtiaz Ahmed Choudhary,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Riaz Fatyana,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Dr. Muhammad Afzal Khan Dhandla,1,Undirected,0,1,0,0,1,1,15,0,
Salah-ud-Din,Tahira Aurangzeb,1,Undirected,0,1,0,0,1,5,15,0,
Ch. Iftikhar Nazir,Syed Fakhar Imam,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Rana Iradat Sharif Khan,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Iftikhar Nazir,Sardar Muhammad Irfan Dogar,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Iftikhar Nazir,Malik Nawab Sher Waseer,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Makhdoom Syed Sami-ul-Hassan Gillani,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Rai Muhammad Murtaza Iqbal,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Ch. Muhammad Ashraf,1,Undirected,1,0,1,0,1,1,15,0,
Ch. Iftikhar Nazir,Haider Ali,1,Undirected,0,1,0,0,1,1,15,0,
Ch. Iftikhar Nazir,Syed Sajid Mehdi,1,Undirected,1,0,1,0,1,1,15,0,
Azam Nazeer Tarar,Shahadat Awan,1,Undirected,0,1,0,1,0,5,15,0,
Azam Nazeer Tarar,Khawaja Muhammad Asif,1,Undirected,1,0,1,1,0,1,16,0,
Uzma Riaz,Zahra Wadood Fatemi,1,Undirected,0,1,0,0,1,2,15,0,
Engineer Sabir Hussain,Naveed Aamir,1,Undirected,0,1,0,0,1,1,15,0,
Haider Ali,Haji Imtiaz Ahmed Choudhary,1,Undirected,1,0,1,0,1,1,15,0,
Mrs. Aliya Kamran,Qamar Ud Din,1,Undirected,1,0,0,0,1,3,14,1,"Law, Justice and Human Rights"
Mrs. Aliya Kamran,Reeta Ishwar,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Bhawan Das,Syed Asif Hasnain,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Naveed Aamir,Syed Naveed Qamar,1,Undirected,1,0,1,0,1,4,15,0,
Naveed Aamir,Usama Qadri,1,Undirected,0,1,0,0,1,1,15,0,
Naveed Aamir,Salah-ud-Din,1,Undirected,0,1,0,0,1,1,15,0,
Naveed Aamir,Syed Amin ul Haque,1,Undirected,0,1,0,0,1,1,15,0,
Bhawan Das,Bhawan Das,1,Undirected,1,0,1,0,1,5,14,0,
Bhawan Das,Sanjay Perwani,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Bhawan Das,Ramesh Lal,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Bhawan Das,Dr. Darshan,1,Undirected,1,0,1,0,1,1,14,1,"Law, Justice and Human Rights"
Mrs. Aliya Kamran,Sahibzada Tariq Ullah,1,Undirected,0,1,0,0,1,1,14,1,"Law, Justice and Human Rights"
Shaza Fatima Khawaja,Syed Naveed Qamar,1,Undirected,0,1,0,0,1,2,15,0,
Shahnaz Saleem Malik,Shahnaz Saleem Malik,1,Undirected,1,0,1,0,1,5,14,0,
Dr. Hafeez Ur Rehman Khan,Dr. Hafeez Ur Rehman Khan,1,Undirected,1,0,1,0,1,5,14,0,
Aslam Bodla,Aslam Bodla,1,Undirected,1,0,1,0,1,5,14,0,
Mrs. Aliya Kamran,Zahid Akram Durani,1,Undirected,1,0,1,0,1,1,15,0,
Mrs. Aliya Kamran,Munir Khan Orakzai,1,Undirected,1,0,1,0,1,1,15,0,
Mrs. Aliya Kamran,Syed Mehmood Shah,1,Undirected,1,0,1,0,1,1,15,0,
Mrs. Aliya Kamran,Muhammad Abubakar,1,Undirected,0,1,0,0,1,5,15,0,
Mrs. Aliya Kamran,Qadir Khan Mandokhail,1,Undirected,0,1,0,0,1,5,15,0,
Mrs. Aliya Kamran,Salah-ud-Din,1,Undirected,0,1,0,0,1,5,15,0,
Mrs. Aliya Kamran,Tahira Aurangzeb,1,Undirected,0,1,0,0,1,5,15,0,
Khurram Dastgir Khan,Muhammad Azam Khan Swati,1,Undirected,0,1,0,0,1,2,15,0,
Khawaja Muhammad Asif,Muhammad Azam Khan Swati,1,Undirected,0,1,0,0,1,2,15,0,
Khawaja Saad Rafique,Muhammad Azam Khan Swati,1,Undirected,0,1,0,0,1,2,15,0,
Marriyum Aurangzeb,Muhammad Azam Khan Swati,1,Undirected,0,1,0,0,1,2,15,0,
Sardar Ayaz Sadiq,Zahid Akram Durani,1,Undirected,0,1,0,0,1,3,15,0,
Sardar Ayaz Sadiq,Syed Mehmood Shah,1,Undirected,0,1,0,0,1,3,15,0,
